Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.92792,1,0,0,0,0.0964368,-0.053654,0.0108458,-0.000770966,2,0,0,0,0.0930337,-0.0514014,0.0103459,-0.00073353,3,0,0,0,0.0856958,-0.0465442,0.00926782,-0.000652807,0,0,0,0,0,0,0,0
3.89821,2.5,0.543083,-2.66326e-15,-0.0404863,0.0855365,-0.0501261,0.0109371,-0.000820792,3.5,0.556832,-1.25313e-15,-0.0404863,0.0808946,-0.0474468,0.0103873,-0.000781611,4.5,0.586478,-2.23702e-15,-0.0404863,0.0708853,-0.0416696,0.00920165,-0.000697128,0,0,0,0,0,0,0,0
